"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL1270420"	""	"0"	"460.58"	"0"	"3.25"	"61"	"CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCOCC4)c3)nc1-2"	"IC50"	"'='"	"159.96"	"nM"	"6.80"	""	""	"UO_0000065"	"14.76"	"0.27"	"3.55"	"8.06"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271535"	""	"0"	"530.56"	"1"	"3.61"	"11"	"CN1CCCC1CCNc1ccc(OC(F)(F)F)c(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1"	"IC50"	"'='"	"969.0"	"nM"	"6.01"	""	""	"UO_0000065"	"11.33"	"0.22"	"2.40"	"4.88"	"0"	"CHEMBL1272698"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268971"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL332550"	""	"0"	"369.49"	"0"	"4.78"	"22"	"CSc1cccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)c1"	"IC50"	"'='"	"1700.0"	"nM"	"5.77"	""	""	"UO_0000065"	"15.61"	"0.30"	"0.99"	"7.62"	"0"	"CHEMBL662528"	"Inhibition of cyclin-dependent kinase 2-cyclin A3 (CDK2)"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL115625"	""	"0"	"338.82"	"0"	"2.83"	"33"	"O=C(Nc1csc(-c2ccccc2Cl)n1)NN1CCOCC1"	"IC50"	"'='"	"10000.0"	"nM"	"5.00"	""	""	"UO_0000065"	"14.76"	"0.31"	"2.17"	"7.52"	"0"	"CHEMBL657263"	"Ability to inhibit cyclin-dependent kinase 2-cyclin A."	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1136288"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2003"	"None"	""
"CHEMBL1084118"	""	"0"	"473.49"	"0"	"3.71"	"3c"	"CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NCc2ccccc2)=N1"	"IC50"	"'='"	"46800.0"	"nM"	"4.33"	""	""	"UO_0000065"	"9.14"	"0.17"	"0.62"	"2.90"	"0"	"CHEMBL1103280"	"Inhibition of human recombinant CDK2/cyclin A expressed in baculovirus-infected insect Sf21 cells after 10 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154872"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2010"	"CHEMBL4106362"	""
"CHEMBL1077107"	""	"0"	"592.62"	"2"	"3.92"	"8a"	"CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3ccco3)SC2=S)=N1"	"IC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	"10.80"	"0.21"	"2.48"	"3.50"	"0"	"CHEMBL1103280"	"Inhibition of human recombinant CDK2/cyclin A expressed in baculovirus-infected insect Sf21 cells after 10 mins"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154872"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2010"	"CHEMBL4106362"	""
"CHEMBL599629"	""	"0"	"334.38"	"0"	"1.69"	"1"	"Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccccc3)ncc1CC2"	"IC50"	"'='"	"51.0"	"nM"	"7.29"	""	""	"UO_0000065"	"21.81"	"0.40"	"5.60"	"7.39"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL592272"	""	"0"	"592.73"	"1"	"1.84"	"61"	"CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(=O)(=O)c5ccccc5)CC4)CC3)nc1-2"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"14.00"	"0.27"	"6.46"	"5.83"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL599428"	""	"0"	"431.50"	"0"	"1.79"	"52"	"Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2"	"IC50"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"19.75"	"0.36"	"6.73"	"7.16"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL597753"	""	"0"	"516.63"	"1"	"0.15"	"58"	"Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)ncc1CC2"	"IC50"	"'='"	"1.0"	"nM"	"9.00"	""	""	"UO_0000065"	"17.42"	"0.34"	"8.85"	"5.75"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL598186"	""	"0"	"467.58"	"0"	"0.58"	"55"	"CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)N4CCN(C)CC4)CC3)nc1-2"	"IC50"	"'='"	"1122.0"	"nM"	"5.95"	""	""	"UO_0000065"	"12.73"	"0.24"	"5.37"	"5.34"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL606428"	""	"0"	"355.45"	"0"	"0.84"	"49"	"CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C)CC3)nc1-2"	"IC50"	"'='"	"4585.0"	"nM"	"5.34"	""	""	"UO_0000065"	"15.02"	"0.28"	"4.50"	"6.07"	"0"	"CHEMBL1072177"	"Inhibition of CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157561"	"1"	"Scientific Literature"	"J. Med. Chem."	"2010"	"None"	""
"CHEMBL565930"	""	"0"	"456.60"	"0"	"4.76"	"4a"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21"	"IC50"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"14.67"	"0.27"	"1.94"	"6.29"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL568079"	""	"0"	"516.09"	"1"	"5.57"	"15b"	"CC(C)n1cnc2c(NCc3ccc(-c4cccc(F)c4)s3)nc(N[C@H]3CC[C@H](N)CC3)nc21.Cl"	"IC50"	"'='"	"250.0"	"nM"	"6.60"	""	""	"UO_0000065"	"13.76"	"0.27"	"1.03"	"7.05"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL578865"	""	"0"	"496.08"	"1"	"6.08"	"4h"	"CC(C)n1cnc2c(NCc3ccc(-c4ccc(Cl)s4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc21"	"IC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	"12.90"	"0.26"	"0.32"	"6.83"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL568301"	""	"0"	"512.13"	"1"	"5.74"	"5g"	"Cc1ccc(-c2ccc(CNc3nc(N[C@H]4CC[C@H](N)CC4)nc4c3ncn4C(C)C)cc2)s1.Cl"	"IC50"	"'='"	"600.0"	"nM"	"6.22"	""	""	"UO_0000065"	"13.08"	"0.25"	"0.48"	"6.64"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL578256"	""	"0"	"488.06"	"1"	"5.02"	"16c"	"CC(C)n1cnc2c(NCc3ccc(-c4ccoc4)s3)nc(N[C@H]3CC[C@H](N)CC3)nc21.Cl"	"IC50"	"'='"	"600.0"	"nM"	"6.22"	""	""	"UO_0000065"	"13.78"	"0.27"	"1.20"	"5.82"	"0"	"CHEMBL1058435"	"Inhibition of recombinant Cdk2/cyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154657"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL606412"	""	"0"	"341.42"	"0"	"2.68"	"4"	"CC(C)(C)C(=O)N1Cc2c(NC(=O)c3ccncc3)n[nH]c2C1(C)C"	"IC50"	"'='"	"49.0"	"nM"	"7.31"	""	""	"UO_0000065"	"21.41"	"0.40"	"4.63"	"8.03"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL215205"	""	"0"	"218.22"	"0"	"1.70"	"31b, (CAN508)"	"Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1"	"IC50"	"'='"	"69000.0"	"nM"	"4.16"	""	""	"UO_0000065"	"19.07"	"0.36"	"2.46"	"3.31"	"0"	"CHEMBL912439"	"Inhibition of CDK2/Cyclin A in presence of 100 uM ATP"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1137343"	"1"	"Scientific Literature"	"J. Med. Chem."	"2006"	"None"	""
"CHEMBL325606"	""	"0"	"270.29"	"0"	"1.64"	"9"	"NC(=O)c1ccc(C(=O)Nc2cc(C3CC3)[nH]n2)cc1"	"IC50"	"'='"	"68.0"	"nM"	"7.17"	""	""	"UO_0000065"	"26.52"	"0.49"	"5.53"	"7.11"	"0"	"CHEMBL658020"	"In vitro inhibitory concentration against cyclin-dependent kinase 2-cyclin A complex using ATP/P33gamma-ATP mix as radioligand"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1148336"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL1271122"	""	"0"	"334.38"	"0"	"1.69"	"10"	"Cn1cc(C(N)=O)c2c1-c1nc(NCc3cccnc3)ncc1CC2"	"IC50"	"'='"	"20.99"	"nM"	"7.68"	""	""	"UO_0000065"	"22.96"	"0.42"	"5.99"	"7.78"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1269902"	""	"0"	"387.49"	"0"	"3.55"	"19"	"NC(=O)c1cn(Cc2ccccc2)c2c1CCc1cnc(NC3CCCC3)nc1-2"	"IC50"	"'='"	"23.01"	"nM"	"7.64"	""	""	"UO_0000065"	"19.71"	"0.36"	"4.09"	"8.90"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270224"	""	"0"	"394.52"	"0"	"2.76"	"26"	"CN1CCC(n2cc(C(N)=O)c3c2-c2nc(NC4CCCC4)ncc2CC3)CC1"	"IC50"	"'='"	"5.998"	"nM"	"8.22"	""	""	"UO_0000065"	"20.84"	"0.39"	"5.46"	"9.23"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1271437"	""	"0"	"404.47"	"0"	"2.26"	"49"	"Cn1cc(C(N)=O)c2c1-c1nc(Nc3ccc(N4CCOCC4)cc3)ncc1CC2"	"IC50"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"19.42"	"0.36"	"5.59"	"7.99"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1270320"	""	"0"	"473.63"	"0"	"3.17"	"59"	"CNC(=O)c1cn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCN(C)CC4)c3)nc1-2"	"IC50"	"'='"	"59.02"	"nM"	"7.23"	""	""	"UO_0000065"	"15.26"	"0.28"	"4.06"	"9.23"	"0"	"CHEMBL1273937"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1268905"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2010"	"None"	""
"CHEMBL1241135"	""	"0"	"680.78"	"2"	"-1.92"	"R2C1 Table6"	"CC(C)C[C@H](NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](N)CCCNC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(F)cc1)C(N)=O"	"IC50"	"'='"	"12000.0"	"nM"	"4.92"	""	""	"UO_0000065"	"7.23"	"0.14"	"6.84"	"1.66"	"0"	"CHEMBL1250279"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1240533"	"1"	"Scientific Literature"	"AAPS J"	"2006"	"None"	""
"CHEMBL14762"	"SELICICLIB"	"2"	"354.46"	"0"	"3.20"	"(R)-roscovitine"	"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"700.0"	"nM"	"6.16"	""	""	"UO_0000065"	"17.36"	"0.32"	"2.95"	"7.00"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2314444"	""	"0"	"329.36"	"0"	"1.01"	"4p"	"CC(C)n1c(C(CO)CO)nc2c(Nc3cncnc3)ncnc21"	"IC50"	"'='"	"260.0"	"nM"	"6.58"	""	""	"UO_0000065"	"19.99"	"0.37"	"5.58"	"5.40"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL344031"	""	"0"	"382.47"	"0"	"3.23"	"9d"	"CC(C)(C)NCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1"	"IC50"	"'='"	"9800.0"	"nM"	"5.01"	""	""	"UO_0000065"	"13.10"	"0.24"	"1.78"	"4.90"	"0"	"CHEMBL824727"	"Inhibition of human recombinant cyclin A-CDK2"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1134322"	"1"	"Scientific Literature"	"J. Med. Chem."	"2001"	"None"	""
"CHEMBL192945"	""	"0"	"432.57"	"0"	"3.93"	"26(table4)"	"CCc1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O"	"IC50"	"'='"	"1538.0"	"nM"	"5.81"	""	""	"UO_0000065"	"13.44"	"0.25"	"1.88"	"7.74"	"0"	"CHEMBL829526"	"Inhibition of [32P]ATP binding to Cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143565"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL189099"	""	"0"	"405.51"	"0"	"2.76"	"24(table 2)"	"Cc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O"	"IC50"	"'='"	"4050.0"	"nM"	"5.39"	""	""	"UO_0000065"	"13.30"	"0.25"	"2.63"	"6.13"	"0"	"CHEMBL827912"	"Inhibition of Cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143566"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL296586"	"KENPAULLONE"	"0"	"327.18"	"0"	"4.09"	"2"	"O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1"	"IC50"	"'='"	"680.0"	"nM"	"6.17"	""	""	"UO_0000065"	"18.85"	"0.42"	"2.08"	"13.74"	"0"	"CHEMBL2092323"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2086357"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2012"	"None"	""
"CHEMBL2089065"	""	"0"	"501.59"	"1"	"4.81"	"4"	"CN(C)C1CCN(c2ccc3[nH]c(C(=O)c4ccc(C#N)c(-c5cncc6ccccc56)c4)nc3n2)CC1"	"IC50"	"'='"	"2400.0"	"nM"	"5.62"	""	""	"UO_0000065"	"11.20"	"0.20"	"0.81"	"5.52"	"0"	"CHEMBL2089696"	"Inhibition of human CDK2/cyclin A assessed as inhibition of Tamra-H1 phosphorylation by IMAP-FP assay"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2086364"	"1"	"Scientific Literature"	"ACS Med. Chem. Lett."	"2012"	"None"	""
"CHEMBL124059"	""	"0"	"261.33"	"0"	"2.35"	"7"	"CNc1nc(OCC2CCCCC2)c2[nH]cnc2n1"	"IC50"	"'='"	"5000.0"	"nM"	"5.30"	""	""	"UO_0000065"	"20.28"	"0.38"	"2.95"	"7.00"	"0"	"CHEMBL662528"	"Inhibition of cyclin-dependent kinase 2-cyclin A3 (CDK2)"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL121655"	""	"0"	"401.49"	"0"	"3.46"	"30"	"CS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1"	"IC50"	"'='"	"63000.0"	"nM"	"4.20"	""	""	"UO_0000065"	"10.46"	"0.20"	"0.74"	"3.82"	"0"	"CHEMBL662528"	"Inhibition of cyclin-dependent kinase 2-cyclin A3 (CDK2)"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL2295938"	""	"0"	"432.53"	"0"	"4.38"	"7d"	"CC(C)C[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"700.0"	"nM"	"6.16"	""	""	"UO_0000065"	"14.23"	"0.26"	"1.77"	"5.41"	"0"	"CHEMBL3072205"	"Inhibition of human recombinant CDK2/cyclin A using histone H1 and [gamma33P]ATP as substrate after 30 min by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045291"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
